Classe,Relacao,Classe,Identificador
glass,is on,table,3454799233
glass,is right of,bottle,3454799233
foam,on,beer,3454799233
chair,behind,table,3454799233
chair,against,wall,3454799233
stem,on,glass,3454799233
stem,under,beer,3454799233
writing,on,label,3454799233
monster,on,label,3454799233
monster,has,tongue,3454799233
monster,has,mouth,3454799233
neck,on,bottle,3454799233
mouth,on,bottle,3454799233
glare,on,bottle,3454799233
shadow,on,white cloth,3454799233
base,on,glass,3454799233
high heels,touching,ground,5730484786
woman,wearing,high heels,5730484786
woman,talking on,phone,5730484786
woman,wearing,skirt,5730484786
woman,holding,jacket,5730484786
woman,wearing,blouse,5730484786
woman,next to,steps,5730484786
woman,carries,purse,5730484786
person,wearing,shirt,5730484786
person,behind,woman,5730484786
building,behind,tree,5730484786
tree,next to,window,5730484786
windows,on,building,5730484786
window,on,building,5730484786
window,next to,other window,5730484786
other window,on,building,5730484786
purse,on,arm,5730484786
arm,has,hand,5730484786
hand,holding,phone,5730484786
shirt,on,chair,173243671
drawers,in,desk,173243671
television,on top of,desk,173243671
television,below,hat,173243671
television,below,hat,173243671
wheels,under,chair,173243671
garbage can,on,floor,173243671
garbage can,under,desk,173243671
garbage can,has,bag,173243671
garbage can,has,bag,173243671
light,on,desk,173243671
light,above,can,173243671
light,above,can,173243671
notebooks,on,shelf,173243671
wire,under,desk,173243671
wire,beside,drawers,173243671
can,on,desk,173243671
can,near,chair,173243671
can,near,chair,173243671
cans,on,shelf,173243671
bag,on,floor,173243671
bag,in,garbage can,173243671
bag,in,garbage can,173243671
magazines,on,desk,173243671
dvds,on,shelf,173243671
feathers,in,vase,173243671
vase,on,shelf,173243671
vase,above,light,173243671
vase,above,light,173243671
box,beside,desk,173243671
hat,on,television,173243671
hat,above,chair,173243671
hat,on,television,173243671
hat,above,chair,173243671
train,on,tracks,9507114407
train,has,headlights,9507114407
train,stopped on,tracks,9507114407
train,near,house,9507114407
train,has,carriages,9507114407
tracks,underneath,train,9507114407
tracks,under,train,9507114407
signal,next to,train,9507114407
signal,under,sky,9507114407
sign,on,house,9507114407
sign,under,sky,9507114407
sign,near,window,9507114407
deck,outside,house,9507114407
window,in,house,9507114407
window,near,sign,9507114407
sky,over,signal,9507114407
sky,over,sign,9507114407
sky,over,fence,9507114407
building,behind,house,9507114407
building,has,window,9507114407
fence,next to,house,9507114407
fence,under,sky,9507114407
graffiti,on,building,9507114407
door,in,building,9507114407
letters,on,sign,9507114407
numbers,on,train,9507114407
books,above,laptop,3641988827
laptop,below,books,3641988827
laptop,below,shelf,3641988827
shelf,above,laptop,3641988827
shelf,below,books,3641988827
shelf,on,wall,3641988827
chair,below,books,3641988827
chair,below,shelf,3641988827
chair,below,laptop,3641988827
certificate,on,wall,3641988827
cds,behind,chair,3641988827
chair,has,cushion,3641988827
headphones,on,pinboard,3641988827
pinboard,on,wall,3641988827
lamp,on,table,3641988827
filing cabinet,next to,table,3641988827
drawers,in,filing cabinet,3641988827
handles,on,drawers,3641988827
wire,in front of,chair,3641988827
papers,on,table,3641988827
sticky notes,on,table,3641988827
pancakes,on,plate,8451536591
pancakes,behind,ramekin,8451536591
pancakes,near,fruits,8451536591
plate,on,table,8451536591
syrup,in,ramekin,8451536591
silverware,in,napkin,8451536591
glass,behind,plate,8451536591
glass,on,coaster,8451536591
glass,in front of,window,8451536591
fruits,in,cup,8451536591
cup,has,fruits,8451536591
cup,on,plate,8451536591
pineapple,in,cup,8451536591
plate,on,table,8451536591
coaster,on,table,8451536591
paper,on,table,8451536591
butter,on,table,8451536591
butter,on,table,8451536591
fork,in,napkin,8451536591
man,has,surfboard,8207112087
man,holds,surfboard,8207112087
man,carrying,surfboard,8207112087
man,next to,car,8207112087
man,next to,parking meter,8207112087
surfboard,in,hand,8207112087
surfboard,in,store,8207112087
surfboard,for,sale,8207112087
hat,on,man,8207112087
hat,is above,surfboard,8207112087
bag,next to,man,8207112087
bag,is on,sidewalk,8207112087
parking meter,next to,car,8207112087
parking meter,outside,store,8207112087
car,next to,man,8207112087
car,parked next to,curb,8207112087
car,parked next to,parking meter,8207112087
parking sign,attached to,pole,8207112087
parking sign,is on,pole,8207112087
man 2,is in,sidewalk,8207112087
man,in front of,car,4574420144
man,on,road,4574420144
man,to the left of,dog,4574420144
man,behind,sheep,4574420144
car,behind,man,4574420144
car,on,road,4574420144
car,behind,dog,4574420144
car,parked behind,man,4574420144
car,stopped behind,sheep,4574420144
dog,next to,man,4574420144
dog,to the right of,man,4574420144
dog,in front of,car,4574420144
dog,herding,sheep,4574420144
road,has,hill,4574420144
road,under,sheep,4574420144
road,under,man,4574420144
hill,behind,car,4574420144
plate,on,car,4574420144
sheep,on,road,4574420144
sheep,in front of,dog,4574420144
sheep,in front of,man,4574420144
sheep,in front of,car,4574420144
bus,behind,car,8468708182
bus,on,street,8468708182
bikerack,on,bus,8468708182
bikerack,on,bumper,8468708182
numbers,on,bus,8468708182
logo,on,bus,8468708182
tire,on,bus,8468708182
tire,below,bus,8468708182
lights,on,bus,8468708182
handle,on,drawer,8468708182
wipper,on,windshield,8468708182
wipper,on,bus,8468708182
windshield,on,bus,8468708182
plate,below,windshield,8468708182
bumper,on,bus,8468708182
bumper,below,plate,8468708182
street light,above,street,8468708182
street light,under,sky,8468708182
building,under,sky,8468708182
plate,on,bus,8468708182
car,on,street,8468708182
rubber,on,street,8468708182
rubber,near,bus,8468708182
person,in,jacket,8468708182
mirror,on,wall,5938767806
mirror,is above,sink,5938767806
mirror,is above,faucet,5938767806
mirror,is above,counter,5938767806
the shower,is beside,the sinks,5938767806
the shower,is beside,the toilet,5938767806
showerheads,on,shower wall,5938767806
counter,is below,sink,5938767806
counter,is below,mirror,5938767806
sink,on,counter,5938767806
sink,is above,counter,5938767806
flowers,in,vase,5938767806
the flowers,are in,the vase,5938767806
toilet,is in front of,toilet paper,5938767806
toilet paper,next to,toilet,5938767806
toilet paper,is beside,toilet,5938767806
faucet,is over,sink,5938767806
faucet,is above,counter,5938767806
the towels,are near,the toilet,5938767806
the faucet,is above,the sink,5938767806
the knob,is  beside,the faucet,5938767806
the towels,are beside,the knob,5938767806
doorknob,on,door,4452442400
man,on,couch,4452442400
man,is wearing,baseball mit,4452442400
buttons,on,shirt,4452442400
can,on,table,4452442400
dress,on,girl,4452442400
girl,is holding,doll,4452442400
can,behind,man,4452442400
can,on,table,4452442400
boy,to right of,man,4452442400
boy,has,hair,4452442400
birdhouse,on,cabinets,4452442400
birdhouse,on,cabinets,4452442400
birdhouse,on,cabinets,4452442400
chair,beside,table,4452442400
man,behind,wall,4452442400
couch,in front of,wall,4452442400
woman,has,hair,4452442400
candle,has,topper,4452442400
baseball mit,is on,man's head,4452442400
female,has,hair,4452442400
female,is wearing,t-shirt,4452442400
female,is behind,woman,4452442400
pineapple,is on,counter,4452442400
man,under,bus stop,8354464596
man,near,bus stop,8354464596
man,wearing,jacket,8354464596
man,wearing,pants,8354464596
man,wearing,shoes,8354464596
man,has,jacket,8354464596
man,has,shoes,8354464596
bus stop,above,man,8354464596
sky,over,man,8354464596
sky,over,lamp,8354464596
sky,above,tree,8354464596
lamp,on,post,8354464596
post,behind,sign,8354464596
tree,behind,sign,8354464596
clock,on,building,8354464596
window,above,car,8354464596
man,near,car,8354464596
man,below,window,8354464596
car,has,tire,8354464596
woman,near,man,8354464596
football,on,grass,6707729613
football,on,field,6707729613
football,makes,shadow,6707729613
player,on,ground,6707729613
player,on,grass,6707729613
player,facing,ground,6707729613
player,has,hair,6707729613
head,facing,grass,6707729613
man,holding up,football,6707729613
man,facing against,field,6707729613
man,looking down at,field,6707729613
man,resting on,field,6707729613
hand,touching,grass,6707729613
hand,on top of,football,6707729613
hand,touching,football,6707729613
hand,holding,football,6707729613
field,has,grass,6707729613
right hand,placed on,football,6707729613
palm,placed on,football,6707729613
boy,holds,umbrella,4847012655
boy,wears,shirt,4847012655
boy,carries,bag,4847012655
man,has,bag,4847012655
umbrella,in,hands,4847012655
umbrella,in front of,building,4847012655
woman,in front of,boy,4847012655
woman,under,umbrella,4847012655
woman,carries,food,4847012655
woman,wears,shoes,4847012655
traffic light,behind,umbrella,4847012655
traffic light,on,pole,4847012655
shoes,on,woman,4847012655
man,has,bag,4847012655
man,holding,keys,4847012655
man,wearing,shirt,4847012655
man,wearing,jeans,4847012655
man,wearing,skeakers,4847012655
man,next to,boy,4847012655
man,wearing,glasses,4847012655
man,wearing,watch,4847012655
stroller,behind,man,4847012655
stroller,has,wheels,4847012655
crosswalk light,on,pole,4847012655
trees,behind,people,4847012655
building,behind,tents,4847012655
hat,on,man,4847012655
man,on,horse,9095086945
man,with,helmet,9095086945
man,near,grass,9095086945
horse,near,grass,9095086945
horse,has,tail,9095086945
horse,has,hooves,9095086945
man,on,horse,9095086945
road,under,horse,9095086945
road,under,helmet,9095086945
road,under,hooves,9095086945
road,under,tail,9095086945
road,under,tree,9095086945
officer,on,horse,9095086945
officer,has,helmet,9095086945
officer,has,hand,9095086945
officer,wearing,shirt,9095086945
officer,wearing,shoe,9095086945
horse,has,tail,9095086945
horse,has,leg,9095086945
helmet,above,shoe,9095086945
hand,on,helmet,9095086945
man,playing,drums,6942184666
man,has,hair,6942184666
man,has,shirt,6942184666
man,has,jeans,6942184666
man,behind,drums,6942184666
man,in front of,dishwasher,6942184666
man,has,mustache,6942184666
man,on,stool,6942184666
drums,in front of,dishwasher,6942184666
drums,next to,oven,6942184666
drums,on,floor,6942184666
dishwasher,has,buttons,6942184666
dishwasher,has,vent,6942184666
dishwasher,under,counter,6942184666
oven,has,ranges,6942184666
frying pan,on,oven,6942184666
plate,on,counter,6942184666
mustache,on,face,6942184666
box,on,counter,6942184666
ajax,near,man,6942184666
ajax,on,counter,6942184666
soap,on,counter,6942184666
soap,near,oven,6942184666
towel,on,oven,6942184666
towel,near,man,6942184666
towel,has,pattern,6942184666
bus,has,passengers,9247196569
bus,next to,stand,9247196569
bus,has,wheel,9247196569
passengers,inside,bus,9247196569
passengers,in,bus,9247196569
stand,covering,fruits,9247196569
stand,next to,bus,9247196569
fruits,below,stand,9247196569
fruits,by,man,9247196569
sky,over,bus,9247196569
tree,in front of,sky,9247196569
tree,above,bus,9247196569
glasses,on,man,9247196569
man,wearing,suit,9247196569
woman,by,man,9247196569
door,on,bus,9247196569
advertisement,on,bus,9247196569
writing,on,advertisement,9247196569
man,holding,backpack,9247196569
man,looking in,bus,9247196569
crate,under,stand,9247196569
microwave,is above,cord,247203572
microwave,is above,counter,247203572
bear,in,microwave,247203572
bear,on,plate,247203572
buttons,on,microwave,247203572
pendant,on,bear,247203572
bow,on,bear,247203572
vent,in,microwave,247203572
wall,behind,microwave,247203572
wall,is behind,counter,247203572
wall,is behind,door,247203572
cord,under,microwave,247203572
hand,is beside,bear,247203572
counter,is under,bear,247203572
counter,is under,microwave,247203572
counter,is under,cord,247203572
counter,is under,door,247203572
stripe,on,wall,247203572
stripe,above,microwave,247203572
hinge,above,hinge,247203572
hinge,on,microwave,247203572
hinge,below,hinge,247203572
glasses,on,man,156364891
man,next to,woman,156364891
man,holding,poster,156364891
glasses,on,woman,156364891
woman,holding,jacket,156364891
man,next to,man,156364891
hat,on,man,156364891
man,sitting on,chair,156364891
woman,standing on,grass,156364891
woman,carrying,bag,156364891
woman,has,hair,156364891
woman,wearing,shirt,156364891
person,wearing,hoodie,156364891
person,wearing,pants,156364891
person,beside,woman,156364891
person,under,sky,156364891
person,in front of,flag,156364891
woman,wearing,purse,156364891
woman,in,pants,156364891
girl,on,gravel,156364891
woman,behind,crates,1427250326
woman,has,hair,1427250326
woman,has,jacket,1427250326
woman,has,pants,1427250326
woman,in front of,oranges,1427250326
woman,selling,avocadoes,1427250326
woman,has,eyes,1427250326
woman,wearing,shirt,1427250326
woman,behind,avocadoes,1427250326
oranges,in,crate,1427250326
man,behind,woman,1427250326
eyes,on,woman,1427250326
crate,ontop,crate,1427250326
writing,on,crate,1427250326
handle,on,crate,1427250326
bananas,on,crate,1427250326
sticker,on,bananas,1427250326
avacado,behind,bananas,1427250326
van,on,street,3706601540
person,crossing,street,3706601540
person,in front of,van,3706601540
person,has,bag,3706601540
bag,above,street,3706601540
tree,by,street,3706601540
tree,has,trunk,3706601540
tree,by,pole,3706601540
stop light,above,street,3706601540
light,above,woman,3706601540
sky,above,tree,3706601540
sky,above,street,3706601540
